CustomerID,Age,TenureMonths,MonthlyCharges,Contract,InternetService,PaperlessBilling,PaymentMethod,Churn
CUST_0130,62,29,63.868470289979356,Month-to-month,DSL,Yes,Mailed check,No
CUST_0131,18,43,74.07575018873564,Month-to-month,No,Yes,Bank transfer (automatic),No
CUST_0132,42,25,116.79697967699555,Month-to-month,DSL,Yes,Electronic check,Yes
CUST_0133,24,60,45.51822287742307,Month-to-month,Fiber optic,No,Mailed check,Yes
CUST_0134,26,65,105.8470252598263,Month-to-month,DSL,Yes,Mailed check,No
CUST_0135,41,28,74.63904672117361,Month-to-month,No,No,Mailed check,Yes
CUST_0136,18,16,76.94765146630107,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes
CUST_0137,61,47,54.31738572072835,Two year,No,Yes,Credit card (automatic),Yes
CUST_0138,25,58,76.15843609669082,Month-to-month,Fiber optic,Yes,Electronic check,No
CUST_0139,41,27,27.31425094782839,Month-to-month,No,No,Credit card (automatic),No
CUST_0140,28,53,96.46435726141122,Month-to-month,No,Yes,Bank transfer (automatic),No
CUST_0141,68,42,48.46877615442717,Month-to-month,Fiber optic,No,Mailed check,Yes
CUST_0142,34,59,108.76083294939549,Month-to-month,DSL,No,Electronic check,No
CUST_0143,25,47,56.785069460745845,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes
CUST_0144,52,34,34.28241104868826,One year,DSL,Yes,Mailed check,No
CUST_0145,52,37,89.58815743684849,One year,DSL,Yes,Bank transfer (automatic),No
CUST_0146,50,6,36.45781447135029,Month-to-month,Fiber optic,No,Credit card (automatic),Yes
CUST_0147,76,7,95.36805155429904,One year,Fiber optic,Yes,Bank transfer (automatic),No
CUST_0148,22,25,116.81122364061166,Month-to-month,Fiber optic,No,Credit card (automatic),Yes
CUST_0149,59,33,97.95528687952617,Two year,DSL,Yes,Bank transfer (automatic),No
CUST_0150,56,55,22.244924843132466,Month-to-month,DSL,No,Electronic check,Yes
CUST_0151,75,58,79.98857880527747,One year,DSL,Yes,Credit card (automatic),Yes
CUST_0152,58,7,89.54106709697243,Month-to-month,Fiber optic,Yes,Credit card (automatic),No
CUST_0153,45,57,102.54583257962852,Two year,Fiber optic,No,Mailed check,No
CUST_0154,24,12,25.600230893900015,Month-to-month,DSL,No,Credit card (automatic),Yes
CUST_0155,26,16,68.01078279522864,Month-to-month,Fiber optic,Yes,Mailed check,Yes
CUST_0156,25,43,73.53708726383942,One year,Fiber optic,No,Credit card (automatic),Yes
CUST_0157,29,7,36.91248626441781,Month-to-month,No,No,Credit card (automatic),Yes
CUST_0158,51,51,52.24498097106496,One year,DSL,Yes,Credit card (automatic),No
CUST_0159,50,32,64.02217262561652,One year,Fiber optic,Yes,Credit card (automatic),Yes
CUST_0160,65,8,103.32096879578015,Month-to-month,DSL,Yes,Mailed check,No
CUST_0161,72,45,112.94075660702069,Month-to-month,DSL,No,Electronic check,Yes
CUST_0162,40,59,82.8422828917673,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),No
CUST_0163,79,4,59.494518602146215,One year,Fiber optic,Yes,Credit card (automatic),No
CUST_0164,41,67,45.40310177989859,Month-to-month,DSL,Yes,Credit card (automatic),No
CUST_0165,54,29,118.21351844361504,One year,DSL,Yes,Electronic check,No
CUST_0166,52,29,118.30199980763584,Two year,Fiber optic,Yes,Mailed check,No
CUST_0167,61,28,112.49769482350348,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),No
CUST_0168,57,44,98.56691498778193,Two year,Fiber optic,Yes,Electronic check,No
CUST_0169,39,4,52.57795437456183,One year,No,No,Electronic check,Yes
CUST_0170,44,9,101.70004834976307,Month-to-month,Fiber optic,No,Electronic check,Yes
CUST_0171,52,5,60.87930172711726,Month-to-month,Fiber optic,Yes,Electronic check,No
CUST_0172,18,56,52.677309815504515,One year,Fiber optic,Yes,Credit card (automatic),No
CUST_0173,52,50,94.48653584662796,Month-to-month,No,No,Bank transfer (automatic),No
CUST_0174,54,15,27.96539276204229,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes
CUST_0175,64,32,24.856272329566167,Month-to-month,DSL,No,Electronic check,Yes
CUST_0176,31,28,64.79536971811856,One year,DSL,No,Bank transfer (automatic),No
CUST_0177,20,22,64.56388008221619,One year,No,No,Electronic check,Yes
CUST_0178,18,17,109.5644153063835,One year,DSL,Yes,Mailed check,Yes
CUST_0179,22,59,32.61530962878168,Month-to-month,Fiber optic,No,Electronic check,No
CUST_0180,43,71,32.32839274524128,Two year,No,No,Electronic check,No
CUST_0181,72,57,34.74526004749012,Two year,Fiber optic,No,Mailed check,Yes
CUST_0182,31,26,22.97362612946026,Month-to-month,Fiber optic,Yes,Credit card (automatic),No
CUST_0183,56,25,27.17317378149084,Month-to-month,DSL,No,Bank transfer (automatic),Yes
CUST_0184,44,10,85.9869866829039,Two year,Fiber optic,Yes,Electronic check,No
CUST_0185,26,45,63.15843291175092,Two year,DSL,Yes,Electronic check,No
CUST_0186,32,11,96.36030670880136,One year,No,Yes,Mailed check,Yes
CUST_0187,32,53,119.25977185816602,Two year,Fiber optic,No,Bank transfer (automatic),No
CUST_0188,43,68,85.90346810990013,One year,Fiber optic,No,Mailed check,No
CUST_0189,59,28,25.045557062012374,Month-to-month,Fiber optic,No,Electronic check,No
CUST_0190,77,65,30.45628647543415,One year,DSL,Yes,Credit card (automatic),Yes
CUST_0191,30,49,108.10040848147078,One year,DSL,Yes,Credit card (automatic),No
CUST_0192,68,47,72.74959445582616,Two year,DSL,No,Bank transfer (automatic),No
CUST_0193,49,52,102.483715939574,Month-to-month,Fiber optic,Yes,Electronic check,Yes
CUST_0194,56,54,105.6612336224926,One year,Fiber optic,No,Mailed check,No
CUST_0195,66,60,112.76745414995192,One year,Fiber optic,Yes,Electronic check,Yes
CUST_0196,69,57,114.98292054863657,Month-to-month,Fiber optic,No,Mailed check,Yes
CUST_0197,78,47,75.48257965033062,Month-to-month,No,No,Mailed check,Yes
CUST_0198,49,31,54.10201722560339,Two year,DSL,Yes,Bank transfer (automatic),Yes
CUST_0199,21,46,116.18648743479986,Month-to-month,Fiber optic,Yes,Mailed check,No
CUST_0200,47,26,74.74064060012253,One year,DSL,Yes,Bank transfer (automatic),No
CUST_0201,54,5,26.425272295461106,Two year,Fiber optic,No,Credit card (automatic),Yes
CUST_0202,40,52,84.2776550059865,Month-to-month,DSL,No,Bank transfer (automatic),No
CUST_0203,56,54,78.76847503950108,Two year,Fiber optic,No,Bank transfer (automatic),No
CUST_0204,62,33,109.5792872894706,One year,DSL,Yes,Bank transfer (automatic),No
CUST_0205,32,50,85.31871891578125,Month-to-month,DSL,No,Credit card (automatic),No
CUST_0206,60,38,54.905242446155135,Month-to-month,No,No,Bank transfer (automatic),Yes
CUST_0207,46,27,116.62257257058204,Two year,DSL,Yes,Mailed check,No
CUST_0208,53,15,100.16194859820335,Month-to-month,Fiber optic,No,Mailed check,No
CUST_0209,30,61,83.04176183813544,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),No
CUST_0210,49,21,49.292520340312294,Month-to-month,Fiber optic,Yes,Mailed check,Yes
CUST_0211,24,46,57.354029631429555,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes
CUST_0212,76,69,86.99699240966567,Month-to-month,Fiber optic,Yes,Credit card (automatic),No
CUST_0213,68,6,27.198081846332173,Two year,DSL,No,Mailed check,No
CUST_0214,39,38,45.66805916502635,Two year,DSL,Yes,Bank transfer (automatic),No
CUST_0215,45,62,91.3900933396598,Month-to-month,Fiber optic,No,Electronic check,No
CUST_0216,19,62,68.0018509844621,Month-to-month,Fiber optic,Yes,Credit card (automatic),No
CUST_0217,59,46,60.23935648144301,One year,No,Yes,Electronic check,Yes
CUST_0218,62,13,35.14576224004145,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes
CUST_0219,79,3,64.18490344777325,Two year,Fiber optic,No,Mailed check,Yes
CUST_0220,74,6,97.06919707602339,Two year,No,Yes,Bank transfer (automatic),Yes
CUST_0221,70,8,46.4012846071893,Two year,Fiber optic,No,Mailed check,Yes
CUST_0222,23,44,20.53985421836774,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes
CUST_0223,45,33,86.85049011509828,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes
CUST_0224,45,50,117.26266044325526,Month-to-month,Fiber optic,Yes,Mailed check,No
CUST_0225,61,11,80.68265635885828,Month-to-month,Fiber optic,Yes,Mailed check,Yes
CUST_0226,61,28,31.992185892713014,Month-to-month,DSL,No,Bank transfer (automatic),Yes
CUST_0227,37,70,52.07330923446731,Two year,Fiber optic,Yes,Electronic check,No
CUST_0228,47,41,106.76416147202234,Two year,DSL,Yes,Credit card (automatic),No
CUST_0229,79,16,43.25680742568286,Two year,DSL,Yes,Electronic check,Yes
CUST_0230,28,68,80.7695903497608,Two year,Fiber optic,Yes,Electronic check,No
CUST_0231,75,48,60.267120825399786,Month-to-month,DSL,No,Electronic check,Yes
CUST_0232,72,56,40.7843721419649,One year,Fiber optic,No,Electronic check,No
CUST_0233,45,64,101.34068935646796,Month-to-month,No,Yes,Mailed check,Yes
CUST_0234,42,59,94.28312764656903,Month-to-month,No,Yes,Electronic check,No
CUST_0235,56,62,86.15910659592654,One year,Fiber optic,Yes,Credit card (automatic),No
CUST_0236,79,11,43.63365902687512,One year,Fiber optic,No,Mailed check,No
CUST_0237,50,18,29.785700271645005,One year,Fiber optic,No,Electronic check,Yes
CUST_0238,18,19,77.61593298259662,Month-to-month,Fiber optic,Yes,Mailed check,Yes
CUST_0239,74,55,75.36778335394334,Month-to-month,DSL,Yes,Electronic check,Yes
CUST_0240,44,26,38.838500933487296,Month-to-month,DSL,Yes,Electronic check,Yes
CUST_0241,79,6,25.624669431517248,Month-to-month,Fiber optic,No,Credit card (automatic),Yes
CUST_0242,74,4,28.070845419398598,Month-to-month,DSL,Yes,Mailed check,No
CUST_0243,69,29,119.27709865127338,One year,DSL,Yes,Mailed check,Yes
CUST_0244,30,59,98.35838947428837,Two year,Fiber optic,Yes,Bank transfer (automatic),No
CUST_0245,58,17,112.19874759651726,Month-to-month,DSL,Yes,Electronic check,No
CUST_0246,20,43,39.50547222363633,One year,DSL,No,Electronic check,Yes
CUST_0247,56,66,116.0568536323435,Month-to-month,DSL,Yes,Credit card (automatic),Yes
CUST_0248,23,34,34.26543514731621,Two year,Fiber optic,Yes,Credit card (automatic),Yes
CUST_0249,25,8,70.9081828566471,Month-to-month,Fiber optic,No,Mailed check,Yes
CUST_0250,44,13,102.9695684417064,Two year,Fiber optic,Yes,Credit card (automatic),Yes
CUST_0251,26,8,54.98033545115794,Two year,DSL,Yes,Mailed check,Yes
CUST_0252,79,65,62.48285331769005,Two year,Fiber optic,Yes,Electronic check,No
CUST_0253,54,43,32.818511029909786,Month-to-month,Fiber optic,No,Electronic check,Yes
CUST_0254,50,39,32.29218799989727,One year,Fiber optic,Yes,Mailed check,Yes
CUST_0255,68,59,81.95682247786596,Month-to-month,Fiber optic,No,Credit card (automatic),No
CUST_0256,59,44,87.55323686200568,Month-to-month,Fiber optic,Yes,Credit card (automatic),No
CUST_0257,61,9,97.73325140821933,Month-to-month,Fiber optic,Yes,Mailed check,Yes
CUST_0258,41,37,75.66820526817536,Two year,Fiber optic,No,Electronic check,Yes
CUST_0259,32,36,84.5759292261306,Two year,DSL,No,Mailed check,No
CUST_0260,76,28,21.351727169972005,Month-to-month,Fiber optic,Yes,Credit card (automatic),No
CUST_0261,71,42,36.21707271371881,Month-to-month,Fiber optic,No,Mailed check,No
CUST_0262,49,43,118.49147660169047,Two year,Fiber optic,Yes,Electronic check,Yes
CUST_0263,49,42,27.599350631583178,Month-to-month,Fiber optic,No,Bank transfer (automatic),No
CUST_0264,41,66,87.8788222260245,Month-to-month,No,Yes,Mailed check,Yes
CUST_0265,58,55,37.608263303171626,Month-to-month,No,Yes,Bank transfer (automatic),No
CUST_0266,69,48,91.6718585767642,One year,Fiber optic,Yes,Mailed check,Yes
CUST_0267,66,22,90.59904029619935,Month-to-month,Fiber optic,Yes,Credit card (automatic),Yes
CUST_0268,79,27,43.41990597880902,One year,DSL,Yes,Credit card (automatic),Yes
CUST_0269,66,67,46.96343992192042,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes
CUST_0270,75,13,85.47707136020883,Month-to-month,Fiber optic,No,Mailed check,Yes
CUST_0271,69,45,59.00860387802136,Month-to-month,DSL,Yes,Credit card (automatic),Yes
CUST_0272,29,10,39.45479696999113,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes
CUST_0273,79,9,93.16795987874818,Month-to-month,DSL,No,Bank transfer (automatic),Yes
CUST_0274,56,54,35.41475243363342,Month-to-month,DSL,Yes,Mailed check,No
CUST_0275,19,27,105.56436641449466,Two year,DSL,Yes,Credit card (automatic),Yes
CUST_0276,20,34,71.46695240518275,Month-to-month,DSL,Yes,Bank transfer (automatic),No
CUST_0277,66,1,30.57006038793007,One year,Fiber optic,Yes,Electronic check,No
CUST_0278,54,32,89.40723335309843,Two year,DSL,No,Electronic check,Yes
CUST_0279,66,71,71.91630395745405,Two year,Fiber optic,Yes,Credit card (automatic),Yes
CUST_0280,73,67,49.80575717948095,Two year,No,Yes,Credit card (automatic),No
CUST_0281,34,20,62.25393802238548,One year,DSL,Yes,Electronic check,Yes
CUST_0282,76,35,49.83377435874988,Month-to-month,No,Yes,Bank transfer (automatic),Yes
CUST_0283,66,17,46.3025835742784,Two year,Fiber optic,Yes,Mailed check,Yes
CUST_0284,19,18,36.360842084371214,Two year,DSL,No,Bank transfer (automatic),No
CUST_0285,19,45,56.276713313747585,Two year,DSL,No,Credit card (automatic),No
CUST_0286,45,53,45.09872063160707,One year,DSL,No,Credit card (automatic),No
CUST_0287,71,68,88.34344870539171,One year,DSL,Yes,Mailed check,No
CUST_0288,40,65,88.38767411633063,Month-to-month,DSL,Yes,Bank transfer (automatic),No
CUST_0289,54,1,70.18402425556384,One year,DSL,No,Mailed check,Yes
CUST_0290,49,58,97.79445274703211,Month-to-month,DSL,Yes,Bank transfer (automatic),No
CUST_0291,50,26,104.13397190060482,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes
CUST_0292,18,20,77.97664574342731,One year,DSL,No,Electronic check,No
CUST_0293,36,10,81.89351627634338,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes
CUST_0294,79,59,48.28859097863652,Month-to-month,DSL,Yes,Credit card (automatic),Yes
CUST_0295,19,41,109.48692007055197,Two year,Fiber optic,Yes,Credit card (automatic),No
CUST_0296,70,5,22.420604442252984,Two year,DSL,No,Credit card (automatic),No
CUST_0297,61,65,54.86024694428457,One year,Fiber optic,No,Electronic check,No
CUST_0298,43,17,92.1800421549856,Month-to-month,DSL,Yes,Mailed check,Yes
CUST_0299,49,22,28.008950967116125,Two year,Fiber optic,No,Credit card (automatic),No
CUST_0300,23,41,38.31695274282926,Month-to-month,DSL,Yes,Credit card (automatic),Yes
CUST_0301,49,68,78.92857278628512,One year,Fiber optic,Yes,Mailed check,No
CUST_0302,72,69,75.9993671463558,Month-to-month,DSL,No,Electronic check,No
CUST_0303,21,11,93.8928296130955,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes
CUST_0304,72,56,101.26126390881718,One year,DSL,Yes,Mailed check,No
CUST_0305,28,51,32.857957851166915,One year,Fiber optic,Yes,Bank transfer (automatic),No
CUST_0306,73,21,21.838098977524204,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes
CUST_0307,76,26,88.96385196589061,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes
CUST_0308,34,19,50.139179576635925,Month-to-month,Fiber optic,Yes,Mailed check,Yes
CUST_0309,55,60,82.59839139179536,Month-to-month,No,Yes,Mailed check,No
CUST_0310,41,71,35.05445880622247,One year,Fiber optic,No,Bank transfer (automatic),Yes
CUST_0311,22,47,66.90400466659628,Month-to-month,Fiber optic,No,Electronic check,Yes
CUST_0312,69,71,70.4424746063437,Month-to-month,Fiber optic,Yes,Electronic check,No
CUST_0313,51,26,78.50778163732161,Month-to-month,Fiber optic,Yes,Electronic check,Yes
CUST_0314,23,40,71.31700163305644,Month-to-month,DSL,Yes,Credit card (automatic),No
CUST_0315,39,5,69.5690770228714,One year,DSL,No,Bank transfer (automatic),Yes
CUST_0316,28,21,53.27341539838555,One year,No,No,Credit card (automatic),Yes
CUST_0317,65,4,27.118023631808622,Month-to-month,Fiber optic,No,Electronic check,Yes
CUST_0318,33,23,28.95201967968423,Month-to-month,Fiber optic,Yes,Mailed check,Yes
